id,book,volume,chapter,question_no,sgf_content
76,初级篇,上,1.接 触 战/06.做坏形,做坏形10,"(;AB[co][do][eo][fo][cp][gp][gq][gr][fs][bo]AP[MultiGo:4.4.4]
AW[bq][cq][bp][dp][ep][fp][fq][fr][dr]
C[第10题：
      黑先，白1时利用叫吃使白棋成为坏形。]CA[UTF-8]LB[dr:1]
MULTIGOGM[1]SZ[19];B[er];C[RIGHT：]KEY[]W[dq])
"
77,初级篇,上,1.接 触 战/06.做坏形,做坏形11,"(;AB[er][fq][dq][dp][bo][cn][bs]AP[MultiGo:4.4.4]AW[br][bq][bp][cq][dr][ds]
C[第11题：
      黑先，白1时利用叫吃使白棋成为坏形。]CA[UTF-8]MULTIGOGM[1]
SZ[19];B[es];C[RIGHT：]KEY[]W[cr])
"
78,初级篇,上,1.接 触 战/06.做坏形,做坏形12,"(;AB[co][ep][eq][fq][gq][hp][ho][hn][gm][fm][cp]AP[MultiGo:4.4.4]
AW[do][eo][cn][dm][dl][fp][gp][go][gn]
C[第12题：
      黑先，白1时利用叫吃使白棋成为坏形。]CA[UTF-8]LB[eo:1]
MULTIGOGM[1]SZ[19];B[en];W[dn];B[fo]C[RIGHT：]KEY[])
"
79,初级篇,上,1.接 触 战/06.做坏形,做坏形13,"(;AB[dr][cq][cp][bp][bo][cn][dn][em][eo][fo][cr]AP[MultiGo:4.4.4]
AW[bn][bm][cl][co][do][dp][dq][er][fq][ip]
C[第13题：
      白1，利用扑或滚包使白棋成为坏形。（3手）]CA[UTF-8]LB[fq:1]
MULTIGOGM[1]SZ[19];B[eq];W[ep];B[fp]C[RIGHT：]KEY[])
"
80,初级篇,上,1.接 触 战/06.做坏形,做坏形14,"(;AB[ck][cm][cn][bn][bo][ep][fp][go][gn][gm][fm][em][dl]AP[MultiGo:4.4.4]
AW[cq][bp][dp][co][dn][dm][en][fn][el][ek]
C[第14题：
      白1，利用扑或滚包使白棋成为坏形。（3手）]CA[UTF-8]LB[dp:1]
MULTIGOGM[1]SZ[19];B[do];W[eo];B[fo]C[RIGHT：]KEY[])
"
81,初级篇,上,1.接 触 战/06.做坏形,做坏形15,"(;AB[dr][cp][co][cn][ep][en][dq]AP[MultiGo:4.4.4]AW[dp][do][eo][eq][fq][hp]
C[第15题：
      白1，利用扑或滚包使白棋成为坏形。（3手）]CA[UTF-8]LB[eo:1]
MULTIGOGM[1]SZ[19];B[fo];W[fp];B[dn]C[RIGHT：]KEY[])
"
82,初级篇,上,1.接 触 战/06.做坏形,做坏形16,"(;AB[cn][cm][dm][fm][fn][fo][do]AP[MultiGo:4.4.4]AW[dq][cp][co][dn][en][eo]
C[第16题：
      白1，利用扑或滚包使白棋成为坏形。（3手）]CA[UTF-8]LB[eo:1]
MULTIGOGM[1]SZ[19];B[ep];W[dp];B[em]C[RIGHT：]KEY[])
"
83,初级篇,上,1.接 触 战/06.做坏形,做坏形17,"(;AB[cq][dr][bp][bo][bn][am][bl][cl][dm][em][eo][cr]AP[MultiGo:4.4.4]
AW[bm][cm][cn][co][cp][dq][er][ep][fq]
C[第17题：
      白1，利用扑或滚包使白棋成为坏形。（3手）]CA[UTF-8]LB[co:1]
MULTIGOGM[1]SZ[19];B[dp];W[do];B[dn]C[RIGHT：]KEY[])
"
84,初级篇,上,1.接 触 战/06.做坏形,做坏形18,"(;AB[cq][dp][eq][fr][cr]AP[MultiGo:4.4.4]AW[dq][er][dr][ep][fp][gq]
C[第18题：
      白1，利用扑或滚包使白棋成为坏形。（3手）]CA[UTF-8]LB[er:1]
MULTIGOGM[1]SZ[19](;B[ds];W[fq];B[es]C[RIGHT：]KEY[])(;B[es];W[fq];B[ds]
C[RIGHT：]KEY[]))
"
85,初级篇,上,1.接 触 战/06.做坏形,做坏形19,"(;AB[dq][cp][er][fq][cm][cq]AP[MultiGo:4.4.4]AW[eq][ep][eo][dp][co]
C[第19题：
      白1，利用刺使白棋成为坏形。]CA[UTF-8]LB[ep:1]MULTIGOGM[1]
SZ[19];B[dn];C[RIGHT：]KEY[]W[do])
"
86,初级篇,上,1.接 触 战/06.做坏形,做坏形20,"(;AB[cp][dq][er][fr][cl][cq]AP[MultiGo:4.4.4]AW[eq][fq][gq][dp][co][bo][eo]
C[第20题：
      白1，利用刺使白棋成为坏形。]CA[UTF-8]LB[eo:1]MULTIGOGM[1]
SZ[19];B[dn];C[RIGHT：]KEY[]W[do])
"
87,初级篇,上,1.接 触 战/06.做坏形,做坏形21,"(;AB[bp][cq][dq][fq][bq]AP[MultiGo:4.4.4]AW[bo][cp][dp][do][fo]
C[第21题：
      白1，利用刺使白棋成为坏形。]CA[UTF-8]LB[bo:1]MULTIGOGM[1]
SZ[19];B[cn];C[RIGHT：]KEY[]W[co])
"
88,初级篇,上,1.接 触 战/06.做坏形,做坏形22,"(;AB[cp][co][do][hp][cq]AP[MultiGo:4.4.4]AW[dp][dq][eq][eo][en]
C[第22题：
      白1，利用刺使白棋成为坏形。]CA[UTF-8]LB[eo:1]MULTIGOGM[1]
SZ[19];B[fp];C[RIGHT：]KEY[]W[ep])
"
89,初级篇,上,1.接 触 战/06.做坏形,做坏形23,"(;AB[cq][dq][eq][cp][bo][ao][am][bm][bk][cl][el][bq]AP[MultiGo:4.4.4]
AW[an][bn][cm][cn][co][dp][ep][fp]
C[第230题：
      白1，利用刺使白棋成为坏形。]CA[UTF-8]LB[fp:1]MULTIGOGM[1]
SZ[19];B[en];C[RIGHT：]KEY[]W[do])
"
90,初级篇,上,1.接 触 战/06.做坏形,做坏形24,"(;AB[dq][bp][bo][cn][dn][hp][cq]AP[MultiGo:4.4.4]AW[co][cp][dp][eo][eq][er]
C[第24题：
      白1，利用刺使白棋成为坏形。]CA[UTF-8]LB[eo:1]MULTIGOGM[1]
SZ[19];B[fp];C[RIGHT：]KEY[]W[ep])
"
91,初级篇,上,1.接 触 战/06.做坏形,做坏形25,"(;
AB[hh][cf][ce][cd][dc][eb][fb][gb][hb][ib][jb][jc][id][hd][gd][fd][ee][ef][jg][eg][eh][ei][ej][ek][fk][gk][gj][gi][hi][ii][ji][ki][li][kh][er][dq][cp][ig][cn][cm][cl][ck][cj][ci][ch][cg][lf][mg][ng][og][oh][rh][qi][pj][ok][nl][mk][mj][om][pl][qk][rj][si][nn][no][np][mq][lr][kr][jr][ir][hr][gr][fr][co]
AP[MultiGo:4.4.4]
AW[mi][nh][mh][lh][cb][br][cq][dr][bp][bo][kb][kc][ld][jd][ie][he][gf][hg][gh][fh][fi][fj][if][jf][ke][bn][bm][bl][bk][bj][bi][bh][bg][bf][be][bd][cc][rk][ql][pm][rm][pd][oc][qf][rg][qh][ph][pi][oi][oj][nj][nk][nq][op][pq][qp]
C[第25题：
      请将白▲做成坏形。]CA[UTF-8]MULTIGOGM[1]SZ[19]
TR[fj][fi][fh][gh][hg][gf][he][ie][if][jf][ke][lh][mh][nh][mi][nk][nj][oj][oi][pi][ph][qh]
(;B[gg];W[fg];B[ff];W[gg];B[ge];W[hf];B[kf];W[je];B[le];W[kd];B[lg];W[ni];B[pf]
;C[RIGHT：]KEY[]W[qg])(;B[lg];W[ni];B[pf];W[qg];B[gg];W[fg];B[ff];W[gg];B[ge];
W[hf];B[kf];W[je];B[le];C[RIGHT：]KEY[]W[kd]))
"
92,初级篇,上,1.接 触 战/06.做坏形,做坏形26,"(;
AB[ir][jr][kr][lr][mq][np][no][nn][om][nl][mk][mj][ok][pj][qi][rh][oh][si][qk][dq][cp][co][cn][cm][cl][ck][cj][ci][ch][cg][cf][ce][cd][pl][eb][fb][gb][hb][ib][jb][jc][id][hd][gd][fd][ee][ef][eg][eh][ei][ej][ek][fk][gk][gj][gi][hi][ii][ji][ki][li][hh][ig][jg][kh][lf][mg][ng][og][rj][er][fr][gr][hr][dc]
AP[MultiGo:4.4.4]
AW[bl][br][cq][dr][bp][bo][bn][bm][bg][bk][bi][bj][cb][cc][bd][be][pq][bh][qp][ie][he][ke][jd][ld][kc][kb][nh][mh][lh][mi][nj][nk][oj][oi][pi][ph][qh][rg][qf][pd][oc][fj][fi][fh][gh][gf][hg][bf][if][jf][pm][ql][rk][rm][nq][op]
C[第26题：
      请将白▲做成坏形。]CA[UTF-8]MULTIGOGM[1]SZ[19]
TR[dr][nq][pm][rk];B[ds];TR[dr][nq][pm][rk]W[cr](;B[nr];TR[dr][nq][pm][rk]W[oq]
(;B[pn];TR[dr][nq][pm][rk]W[qm];B[sk];C[RIGHT：]KEY[]TR[dr][nq][pm][rk]W[rl])(;
B[sk];TR[rk][pm][nq][dr]W[rl];B[pn];C[RIGHT：]KEY[]TR[rk][pm][nq][dr]W[qm]))(;
B[sk];TR[dr][nq][pm][rk]W[rl](;B[pn];TR[rk][pm][nq][dr]W[qm];B[nr];C[RIGHT：]
KEY[]TR[dr][nq][pm][rk]W[oq])(;B[nr];TR[rk][pm][nq][dr]W[oq];B[pn];
TR[rk][pm][nq][dr]W[qm]))(;B[pn];TR[rk][pm][nq][dr]W[qm](;B[sk];
TR[rk][pm][nq][dr]W[rl];B[nr];C[RIGHT：]KEY[]TR[rk][pm][nq][dr]W[oq])(;B[nr];
TR[rk][pm][nq][dr]W[oq];B[sk];C[RIGHT：]KEY[]TR[rk][pm][nq][dr]W[rl])))
"
93,初级篇,上,1.接 触 战/05.接触战,接触战01,"(;AB[bo][cq][dq][dp][ep][fp][bp]AP[MultiGo:4.4.4]
AW[br][bq][cr][dr][er][fq][gp][go][gm][cp][co]
C[第1题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[co:1]MULTIGOGM[1]
SZ[19];B[cn];W[do];B[en]C[RIGHT：]KEY[])
"
94,初级篇,上,1.接 触 战/05.接触战,接触战02,"(;AB[cp][co][bo][cn][eq][fq][gq][fr][dp]AP[MultiGo:4.4.4]
AW[bq][cq][dq][bp][er][ds][do][ep][ho][gn][iq]
C[第2题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[ep:1]MULTIGOGM[1]
SZ[19];B[fo];W[eo];B[en]C[RIGHT：]KEY[])
"
95,初级篇,上,1.接 触 战/05.接触战,接触战03,"(;AB[fq][gq][fr][dp][cp][co][cn][bo][eo][go][eq]AP[MultiGo:4.4.4]
AW[bq][cq][dq][bp][ds][er][do][ep][fp][fo][ho]
C[第3题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[fo:1]MULTIGOGM[1]
SZ[19];B[fn];W[en];B[gp]C[RIGHT：]KEY[])
"
96,初级篇,上,1.接 触 战/05.接触战,接触战04,"(;AB[co][bo][bn][dm][dn][fm][fo][dq][dr][fq][gq][hp][cp]AP[MultiGo:4.4.4]
AW[cr][cq][bq][bp][bm][cm][cn][eo][do][dp][eq][fp]
C[第4题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[eq:1]MULTIGOGM[1]
SZ[19];B[en];W[ep];B[er]C[RIGHT：]KEY[])
"
97,初级篇,上,1.接 触 战/05.接触战,接触战05,"(;AB[dp][fp][cq][cr][dr][er][do]AP[MultiGo:4.4.4]
AW[br][bq][cp][co][dn][dq][eq][fq]
C[第5题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[fq:1]MULTIGOGM[1]
SZ[19];B[gq];W[fr];B[gr]C[RIGHT：]KEY[])
"
98,初级篇,上,1.接 触 战/05.接触战,接触战06,"(;AB[dm][cm][bn][bo][co][cp][cq][dr][er][fr][eq][ep][eo][fm]AP[MultiGo:4.4.4]
AW[bm][br][bq][cr][ds][dq][dp][do][dn][cn][en][fn][hl][bl]
C[第6题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[fn:1]MULTIGOGM[1]
SZ[19];B[gn];W[fo];B[go]C[RIGHT：]KEY[])
"
99,初级篇,上,1.接 触 战/05.接触战,接触战07,"(;AB[cn][bo][bp][bq][cp][dq][eq][ep][gq][cm]AP[MultiGo:4.4.4]
AW[br][cr][cq][dp][do][dn][co][bn][bm][fn]
C[第7题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[bm:1]MULTIGOGM[1]
SZ[19];B[dm];W[em];B[bl]C[RIGHT：]KEY[])
"
100,初级篇,上,1.接 触 战/05.接触战,接触战08,"(;AB[bp][ap][co][do][eq][dr][bs][br][bq]AP[MultiGo:4.4.4]
AW[ar][bo][bn][cm][em][cp][cq][cr][dq][er]
C[第8题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[er:1]MULTIGOGM[1]
SZ[19](;B[dp];W[ds];B[cs]C[RIGHT：]KEY[])(;B[cs];W[ds];B[dp]C[RIGHT：]KEY[]))
"
101,初级篇,上,1.接 触 战/05.接触战,接触战09,"(;AB[dq][cr][dr][er][eo][fo][dp]AP[MultiGo:4.4.4]
AW[br][cq][cp][do][dn][ep][eq][fq]
C[第9题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[fq:1]MULTIGOGM[1]
SZ[19];B[gq];W[fr];B[gr]C[RIGHT：]KEY[])
"
102,初级篇,上,1.接 触 战/05.接触战,接触战10,"(;AB[bp][cp][co][bm][fr][er][eq][dq][fp][gp][bq]AP[MultiGo:4.4.4]
AW[br][cr][cq][dp][ep][fq][gq][gr][iq][dn]
C[第10题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[dn:1]MULTIGOGM[1]
SZ[19];B[en];W[do];B[dm]C[RIGHT：]KEY[])
"
103,初级篇,上,1.接 触 战/05.接触战,接触战11,"(;AB[bq][bp][cp][co][cn][dq][er][fr][fp][gp][hp][gn][en][eq]AP[MultiGo:4.4.4]
AW[br][cr][cq][dp][ep][eo][fo][fn][fq][gq][gr][ip][iq]
C[第11题：
      黑先，白1时请吃白棋。（5手）]CA[UTF-8]LB[fn:1]MULTIGOGM[1]
SZ[19];B[fm];W[em](;B[go];W[dn];B[do]C[RIGHT：]KEY[])(;B[do];W[dn];B[go]
C[RIGHT：]KEY[]))
"
104,初级篇,上,1.接 触 战/05.接触战,接触战12,"(;AB[bp][dp][cq][cm][co]AP[MultiGo:4.4.4]AW[br][cr][dr][eq][fp][do][cn][bo]
C[第12题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[bo:1]MULTIGOGM[1]
SZ[19];B[dn];W[cp];B[eo]C[RIGHT：]KEY[])
"
105,初级篇,上,1.接 触 战/05.接触战,接触战13,"(;AB[bn][eq][dr][cr][cq][cp][do][bo]AP[MultiGo:4.4.4]
AW[br][bq][bp][co][cn][dq][dp][ep][er]
C[第13题：
      黑先，白1时请吃白棋。（3至5手）]CA[UTF-8]LB[ep:1]MULTIGOGM[1]
SZ[19](;B[eo];W[fp];B[cm]C[RIGHT：]KEY[])(;B[cm];W[dn];B[eo];W[fp];B[en]
C[RIGHT：]KEY[]))
"
106,初级篇,上,1.接 触 战/05.接触战,接触战14,"(;AB[eq][fq][fp][go][gn][fn][en][cn][bp][dp]AP[MultiGo:4.4.4]
AW[bn][bm][cl][dl][cp][do][eo][fo][ep][gp][gq][gr][ip]
C[第14题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[cp:1]MULTIGOGM[1]
SZ[19];B[co];W[dq];B[dn]C[RIGHT：]KEY[])
"
107,初级篇,上,1.接 触 战/05.接触战,接触战15,"(;AB[cr][bp][bo][cn][dp][ep][cq]AP[MultiGo:4.4.4]
AW[dq][eq][gq][cp][co][do][cl][el]
C[第15题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[do:1]MULTIGOGM[1]
SZ[19];B[fp];W[fq];B[en]C[RIGHT：]KEY[])
"
108,初级篇,上,1.接 触 战/05.接触战,接触战16,"(;AB[cp][bp][bo][eo][eq][fq][gr][hq][dp]AP[MultiGo:4.4.4]
AW[bn][co][do][ep][fp][gq][io][hn][cl]
C[第16题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[fp:1]MULTIGOGM[1]
SZ[19];B[en];W[dm];B[go]C[RIGHT：]KEY[])
"
109,初级篇,上,1.接 触 战/05.接触战,接触战17,"(;AB[cp][cq][cr][dr][dn][en][fn][ep][co]AP[MultiGo:4.4.4]
AW[bq][bp][bo][cn][cm][do][dp][dq][eq][go][hp][hq]
C[第17题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[eq:1]MULTIGOGM[1]
SZ[19];B[fq];W[eo];B[fo]C[RIGHT：]KEY[])
"
110,初级篇,上,1.接 触 战/05.接触战,接触战18,"(;AB[bp][cp][co][dn][dm][em][fm][dq][dr][er][fp][bq]AP[MultiGo:4.4.4]
AW[ar][br][cr][cq][dp][do][en][cn][bn][eq][fo][hn][gp][gr]
C[第18题：
      黑先，白1时请吃白棋。（3手）]CA[UTF-8]LB[fo:1]MULTIGOGM[1]
SZ[19];B[eo];W[ep];B[fq]C[RIGHT：]KEY[])
"
111,初级篇,上,1.接 触 战/05.接触战,接触战19,"(;AB[bo][cl][dn][cq][dq][dp][ep][fp][bp]AP[MultiGo:4.4.4]
AW[bq][br][cr][dr][er][fq][gp][go][gm][cp][co][cn]
C[第19题：
      黑先，白1时请吃白棋。（5手）]CA[UTF-8]LB[cn:1]MULTIGOGM[1]
SZ[19];B[bn];W[cm];B[dm];W[bm];B[bl]C[RIGHT：]KEY[])
"
112,初级篇,上,1.接 触 战/05.接触战,接触战20,"(;AB[fq][gq][fr][dp][cp][bo][cn][eq]AP[MultiGo:4.4.4]
AW[bq][bp][cq][dq][er][ds][ep][iq][ho][gn]
C[第20题：
      黑先，白1时请吃白棋。（5手）]CA[UTF-8]LB[ep:1]MULTIGOGM[1]
SZ[19];B[fo];W[eo];B[en];W[do];B[co]C[RIGHT：]KEY[])
"
113,初级篇,上,1.接 触 战/05.接触战,接触战21,"(;AB[fq][gq][fr][dp][cp][co][cn][bo][eo][eq]AP[MultiGo:4.4.4]
AW[bq][bp][cq][dq][er][ds][ep][do][fp][ho][iq]
C[第21题：
      黑先，白1时请吃白棋。（5手）]CA[UTF-8]LB[fp:1]MULTIGOGM[1]
SZ[19];B[go];W[fo];B[fn];W[en];B[gp]C[RIGHT：]KEY[])
"
114,初级篇,上,1.接 触 战/05.接触战,接触战22,"(;AB[eq][fp][go][cp][bo][do][dq]AP[MultiGo:4.4.4]
AW[dn][dp][ep][eo][fq][gq][fm][gn][ho]
C[第22题：
      黑先，白1时请吃白棋。（5手）]CA[UTF-8]LB[dn:1]MULTIGOGM[1]
SZ[19];B[en];W[co];B[fo]C[RIGHT：]KEY[])
"
115,初级篇,上,1.接 触 战/05.接触战,接触战23,"(;AB[cr][dr][dp][do][fp][cq]AP[MultiGo:4.4.4]AW[br][bq][cp][co][dn][dq][eq]
C[第23题：
      黑先，白1时请吃白棋。（5手）]CA[UTF-8]LB[eq:1]MULTIGOGM[1]
SZ[19];B[er];W[fq];B[gq];W[fr];B[gr]C[RIGHT：]KEY[])
"
116,初级篇,上,1.接 触 战/05.接触战,接触战24,"(;AB[cr][dq][eq][ep][cp][en][bo][br]AP[MultiGo:4.4.4]
AW[co][bp][bq][cq][dr][fr][er][fq]
C[第24题：
      黑先，白1时请吃白棋。（5手）]CA[UTF-8]LB[co:1]MULTIGOGM[1]
SZ[19](;B[ap];W[dp];B[aq];W[cp];B[cn]C[RIGHT：]KEY[])(;B[aq];W[dp];B[ap];W[cp];
B[cn]C[RIGHT：]KEY[]))
"
117,初级篇,上,1.接 触 战/05.接触战,接触战25,"(;AB[dp][hq][ho][gm][el][cl][cp]AP[MultiGo:4.4.4]AW[br][cq][bp][co][eo][eq]
C[第25题：
      黑先，白1时请救活黑棋。（7手）]CA[UTF-8]LB[eo:1]MULTIGOGM[1]
SZ[19];B[do];W[dn];B[cn];W[bo];B[en];W[dm];B[ep]C[RIGHT：]KEY[])
"
118,初级篇,上,1.接 触 战/05.接触战,接触战26,"(;AB[cq][dq][cp][ap][do][eo][cm][bl][cl][dl][el][gl][hn][hp][fr][bq]
AP[MultiGo:4.4.4]AW[cn][dp][ep][fp][fn][bp][bo][co][an][bm][dm]
C[第26题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[fn:1]MULTIGOGM[1]
SZ[19];B[em];W[dn];B[en]C[RIGHT：]KEY[])
"
119,初级篇,上,1.接 触 战/05.接触战,接触战27,"(;AB[cq][cp][dp][eq][fq][fr][gp][br]AP[MultiGo:4.4.4]
AW[bq][aq][cr][dr][er][dq][ep][eo][do]
C[第27题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[do:1]MULTIGOGM[1]
SZ[19];B[bp];W[bs];B[cn]C[RIGHT：]KEY[])
"
120,初级篇,上,1.接 触 战/05.接触战,接触战28,"(;AB[dr][fp][gp][gq][dp][dq]AP[MultiGo:4.4.4]AW[cr][cq][cp][do][eo][ep][fq]
C[第28题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[ep:1]MULTIGOGM[1]
SZ[19];B[fr];W[eq];B[er]C[RIGHT：]KEY[])
"
121,初级篇,上,1.接 触 战/05.接触战,接触战29,"(;AB[cp][bo][dp][fp][ar][cr]AP[MultiGo:4.4.4]AW[aq][bq][cq][br][bs][gq]
C[第29题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[cq:1]MULTIGOGM[1]
SZ[19];B[dr];W[dq];B[eq]C[RIGHT：]KEY[])
"
122,初级篇,上,1.接 触 战/05.接触战,接触战30,"(;AB[dp][cp][bp][dn]AP[MultiGo:4.4.4]AW[bq][cq][dq][ep][eo][do]
C[第30题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[do:1]MULTIGOGM[1]
SZ[19];B[cn];W[co];B[bo]C[RIGHT：]KEY[])
"
123,初级篇,上,1.接 触 战/05.接触战,接触战31,"(;AB[bs][cq][cp][dq][eq][fq][gr][fs][hr][hq][eo][fm][dm][br]AP[MultiGo:4.4.4]
AW[cr][dr][er][fr][gq][gp][fo][ep][bp][bq][bo][co]
C[第31题：
      黑先，白1时请救活黑棋。（1手）]CA[UTF-8]LB[ep:1]MULTIGOGM[1]
SZ[19];B[do]C[RIGHT：]KEY[])
"
124,初级篇,上,1.接 触 战/05.接触战,接触战32,"(;AB[cq][dp][ep][eo][fq][gq][hp][ip][dn][cr]AP[MultiGo:4.4.4]
AW[fp][gp][ho][dq][eq][cp][bp][bo][do][en]
C[第32题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[en:1]MULTIGOGM[1]
SZ[19];B[fo];W[go];B[fn]C[RIGHT：]KEY[])
"
125,初级篇,上,1.接 触 战/05.接触战,接触战33,"(;AB[dr][cp][co][do][eo][fo][gp][hq][dq]AP[MultiGo:4.4.4]
AW[cq][cr][bp][bo][cn][dp][ep][fp][fq]
C[第33题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[fq:1]MULTIGOGM[1]
SZ[19];B[fr];W[er];B[gq]C[RIGHT：]KEY[])
"
126,初级篇,上,1.接 触 战/05.接触战,接触战34,"(;AB[fq][fr][ep][eo][en][do][co][cn][bn][bq][cq][dq]AP[MultiGo:4.4.4]
AW[bm][cm][dn][em][bo][bp][cp][dp][eq][er][fp][fo][fn]
C[第34题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[bm:1]MULTIGOGM[1]
SZ[19];B[an];W[dm](;B[ap]C[RIGHT：]KEY[])(;B[dr]C[RIGHT：]KEY[])(;B[es]
C[RIGHT：]KEY[]))
"
127,初级篇,上,1.接 触 战/05.接触战,接触战35,"(;AB[cr][dr][eq][fq][fp][fn][cp][ao][bo][co][do][dn][gm]AP[MultiGo:4.4.4]
AW[br][bq][bp][ap][cq][dq][dp][ep][fo][an][bn][cm][dm][em][fm]
C[第35题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[fo:1]MULTIGOGM[1]
SZ[19];B[go];W[eo];B[en]C[RIGHT：]KEY[])
"
128,初级篇,上,1.接 触 战/05.接触战,接触战36,"(;AB[cr][dr][er][fq][gq][gp][hr][cp][co][bo][dq]AP[MultiGo:4.4.4]
AW[br][bq][bp][cq][dp][ep][fp][eq][fr][gr][hq][ir]
C[第36题：
      黑先，白1时请救活黑棋。（5手）]CA[UTF-8]LB[ir:1]MULTIGOGM[1]
SZ[19];B[fo];W[go];B[hp];W[eo];B[hs]C[RIGHT：]KEY[])
"
129,初级篇,上,1.接 触 战/05.接触战,接触战37,"(;AB[dr][ds][cp][bo][co][do][eo][fo][gp][gq][gr][dq]AP[MultiGo:4.4.4]
AW[cr][br][cs][cq][bp][aq][dp][ep][eq]
C[第37题：
      黑先，白1时请救活黑棋。（1手）]CA[UTF-8]LB[eq:1]MULTIGOGM[1]
SZ[19];B[fs]C[RIGHT：]KEY[])
"
130,初级篇,上,1.接 触 战/05.接触战,接触战38,"(;AB[ck][dl][cm][cn][do][dp][dq][hp][ek]AP[MultiGo:4.4.4]
AW[cq][cp][co][dn][en][dm][el][dr][er]
C[第38题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[dn:1]MULTIGOGM[1]
SZ[19];B[eo];W[fn];B[fo]C[RIGHT：]KEY[])
"
131,初级篇,上,1.接 触 战/05.接触战,接触战39,"(;AB[cl][bk][bn][bp][cp][dp][eq][fq][fr][dn]AP[MultiGo:4.4.4]
AW[bq][cq][dq][dr][er][ep][eo][do][cn][bm][em]
C[第39题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[bm:1]MULTIGOGM[1]
SZ[19];B[cm];W[co];B[bo]C[RIGHT：]KEY[])
"
132,初级篇,上,1.接 触 战/05.接触战,接触战40,"(;AB[fq][fr][gp][fo][eo][bq][cq][cp][co][bo][bn][cl][bs]AP[MultiGo:4.4.4]
AW[ar][br][cr][dr][eq][ap][bm][cm][dm][cn][do]
C[第40题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[do:1]MULTIGOGM[1]
SZ[19];B[ep];W[dp];B[dq]C[RIGHT：]KEY[])
"
133,初级篇,上,1.接 触 战/05.接触战,接触战41,"(;AB[dq][ep][eo][en][em][fm][dl][cl][cm][go][io][cq]AP[MultiGo:4.4.4]
AW[dm][dn][do][dp][eq][fq][fo][el][fl][gm]
C[第41题：
      黑先，白1时请救活黑棋。（1手）]CA[UTF-8]LB[fo:1]MULTIGOGM[1]
SZ[19];B[gn]C[RIGHT：]KEY[])
"
134,初级篇,上,1.接 触 战/05.接触战,接触战42,"(;AB[dp][do][eo][ep][cp][iq][io][im][gk][ek][ck][dq]AP[MultiGo:4.4.4]
AW[br][dr][cq][bp][co][cn][eq][fq][fn]
C[第42题：
      黑先，白1时请救活黑棋。（3手）]CA[UTF-8]LB[fn:1]MULTIGOGM[1]
SZ[19](;B[dm];W[dn];B[en];W[em];B[fm]C[RIGHT：]KEY[])(;B[gp];W[fp];B[fo];W[go];
B[gn]C[RIGHT：]KEY[])(;B[en];W[em];B[fo];W[go](;B[fm];W[gn];B[dm]C[RIGHT：]
KEY[])(;B[gn];W[fm];B[gp]C[RIGHT：]KEY[]))(;B[fo];W[go];B[en];W[em](;B[fm];
W[gn];B[dm]C[RIGHT：]KEY[])(;B[gn];W[fm];B[gp]C[RIGHT：]KEY[])))
"
135,初级篇,上,1.接 触 战/03.对杀二,对杀二01,"(;AB[cr][dr][eq][fq][gq][hq][hr][bs]AP[MultiGo:4.4.4]
AW[gr][fr][er][dq][cq][bq][br]C[第1题：
      黑棋下在哪里才能在对杀中取胜。 ]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[es]C[RIGHT：]KEY[])
"
